0.0022,0.8910,0.2715,-0.9669,-0.3879,0.8366,0.1128,0.2534
0.0540,0.2123,-0.4690,0.6599,0.0720,-0.0361,0.8778,-0.4152
0.7927,0.4916,-0.2310,0.1384,-0.8594,0.8255,0.7975,0.8880
0.5183,-0.3574,0.4858,0.8381,-0.2988,0.4620,0.6562,0.6825
0.9692,-0.5163,0.9700,0.2329,-0.4893,-0.5040,-0.5228,-0.3692
-0.2582,0.4735,0.4697,-0.5870,0.1774,-0.8316,-0.7234,0.7008
0.0658,0.3545,-0.1371,-0.6568,0.1015,0.5211,0.8137,-0.1509
-0.2825,0.0512,0.8027,-0.9782,0.8743,-0.3480,-0.2151,0.9022

0.0657,-0.5589,0.1593,-0.9669,-0.3879,0.8366,-0.4069,-0.2649
0.8860,0.2123,-0.4690,0.7761,0.6584,-0.2903,0.8592,-0.1798
-0.0903,0.2846,-0.2310,0.1384,-0.8594,0.9859,-0.8594,0.8880
0.5158,0.0040,0.4858,-0.1521,-0.5691,-0.6581,-0.6197,0.9651
0.3863,-0.3256,0.9700,0.8695,-0.6432,-0.5040,-0.5228,-0.3692
-0.5862,0.4735,0.8571,0.6065,-0.7811,0.4422,0.2779,0.4290
-0.3438,0.3545,0.6164,-0.6568,-0.0599,0.5211,-0.4214,-0.2040
-0.1276,-0.9791,-0.5971,0.5347,0.8743,-0.0535,-0.2151,0.9022

0.9104,-0.6924,0.2715,0.2779,-0.8967,0.8366,-0.4069,0.8095
-0.4741,0.2123,-0.4690,0.2088,-0.8961,-0.5874,-0.7928,-0.4152
0.1950,0.2846,-0.2310,-0.9863,0.7573,0.9859,-0.8594,-0.5153
0.6437,0.9866,0.4858,-0.3536,0.2303,0.4620,0.5306,0.4921
0.3863,-0.3256,0.9700,0.0750,-0.3949,0.9874,-0.2878,-0.3692
-0.3494,0.7362,0.4697,0.6577,-0.2578,-0.8316,-0.6576,0.4290
0.4310,0.6894,-0.1371,0.6674,-0.7902,0.5211,-0.0735,-0.2040
-0.1276,0.5260,-0.5971,-0.8680,0.3812,0.0720,-0.2151,-0.7494

0.9104,-0.9601,0.2715,-0.6476,0.6221,0.6930,0.5301,0.6835
-0.4741,0.2123,-0.4690,0.0843,-0.0573,-0.2903,0.5632,-0.3680
0.1950,0.7424,-0.2310,-0.0039,0.5823,0.9859,-0.6570,-0.5153
0.6437,0.2581,0.4858,-0.6772,-0.5691,0.4620,0.5306,0.6825
0.3863,0.9297,0.9700,-0.9651,-0.3949,-0.0106,-0.2878,-0.6796
0.0709,-0.1014,0.4697,0.6577,-0.5124,-0.8316,0.2483,0.9430
-0.5671,0.3545,0.6164,0.6674,-0.8649,-0.2449,-0.0735,-0.1509
0.1226,-0.0115,-0.0180,0.4206,0.3812,0.5223,-0.2151,0.3276

0.2573,-0.9601,0.8238,0.3598,0.3658,0.8366,0.5301,-0.2649
0.8860,0.2123,0.3494,-0.1578,0.6584,-0.2903,0.7997,0.3678
-0.0903,0.0550,-0.2310,0.1384,0.5823,0.8255,-0.8594,-0.5153
0.4355,0.0040,0.4858,-0.3536,0.4573,0.4620,0.0701,0.4921
0.3863,-0.3256,0.9700,0.4806,0.3273,-0.5040,-0.5305,-0.3692
-0.6636,0.4735,-0.2593,0.7831,-0.2578,-0.8316,0.3563,-0.9032
-0.5671,-0.3013,-0.8384,0.1426,-0.5551,-0.0482,-0.0735,-0.1509
-0.1276,-0.9791,-0.0180,0.4206,-0.2049,-0.3480,0.1918,0.9022

0.5145,0.8910,0.8238,-0.0484,0.7858,0.6930,0.7167,0.8095
0.3210,0.2123,0.3494,-0.9801,-0.0573,-0.6143,0.8778,0.3678
0.6178,0.2846,0.9616,0.2820,0.2849,0.9859,-0.8594,-0.2349
0.3262,0.2581,0.4858,-0.0739,-0.5691,0.4620,0.1243,-0.4369
0.3863,0.0869,0.9700,0.4806,-0.6432,-0.8362,-0.5305,-0.7204
-0.3014,-0.1014,0.4006,0.7831,-0.2578,-0.4380,0.2779,0.7093
-0.3438,0.5799,0.6164,0.6674,0.2507,0.1491,0.8137,-0.1509
0.1226,-0.9791,-0.0180,0.3262,-0.0883,-0.0615,-0.2151,0.7699

0.0303,-0.6924,-0.8577,-0.0484,0.6747,0.6930,0.1128,-0.9176
0.8860,0.1962,-0.4690,0.2088,-0.4715,0.0994,-0.6229,0.3678
-0.1439,0.0964,-0.2310,0.1384,-0.8594,0.9859,-0.8594,0.8880
0.3403,0.0040,0.4858,-0.1521,0.0047,0.4620,-0.0078,0.4921
-0.6844,0.9297,0.9700,0.0750,-0.3949,-0.0106,-0.5305,0.8817
-0.5862,-0.1014,0.4697,0.6577,-0.9623,-0.8316,-0.1719,0.1798
-0.5671,-0.0190,-0.8384,-0.4684,0.2507,0.1491,0.8137,-0.1509
-0.2825,0.0624,0.2763,0.7809,-0.0883,0.4961,0.9210,-0.6919

-0.1011,-0.9601,0.2715,-0.0484,-0.8967,0.8366,0.1128,0.2534
0.0540,0.2123,-0.4690,0.2088,-0.4715,0.0994,0.8778,0.9120
0.6102,0.4916,-0.2310,0.1384,-0.8594,0.9859,-0.8594,-0.7381
0.3100,-0.3574,0.4858,-0.3536,-0.8510,0.4620,0.5306,0.9651
-0.6844,-0.5163,0.9700,0.8695,-0.3949,-0.0106,-0.0867,-0.3692
-0.5862,-0.1014,-0.2593,0.2775,-0.9656,0.5710,0.3563,0.4290
-0.5671,-0.3013,-0.7656,0.6681,0.2507,-0.8930,0.8137,-0.1509
-0.2825,0.0512,-0.5971,0.4206,-0.5802,0.5223,-0.2151,0.3276

0.9104,0.1420,0.8238,-0.9669,0.6221,0.8366,0.1128,0.2534
-0.4259,0.2123,-0.4690,0.0843,-0.0573,-0.2903,0.8778,-0.3680
0.1950,0.0550,-0.2310,0.1384,-0.8594,0.9362,-0.8594,-0.2349
0.5158,-0.3574,0.4858,-0.4489,-0.5691,0.4620,0.5306,0.4921
-0.6844,-0.3256,-0.4109,0.4806,-0.4893,0.1207,-0.5305,-0.3692
-0.6727,0.4735,0.4006,0.6065,0.1774,0.5710,0.2779,0.7093
-0.5671,0.3545,0.6164,0.3362,0.2507,0.5211,-0.0735,-0.1509
0.5943,-0.6788,0.2763,0.4206,-0.5240,0.3241,0.1733,-0.7494

0.9104,-0.6924,0.2715,-0.0484,0.7858,-0.6140,0.1128,0.8095
0.8860,0.1962,-0.8273,0.2088,-0.0573,-0.5874,0.8778,-0.4152
0.9572,0.4916,0.2305,0.1384,-0.8594,0.9859,-0.8594,0.8439
0.5158,-0.0932,0.4858,-0.1521,0.4573,0.4620,-0.0078,0.9651
0.3863,-0.3256,0.9700,-0.9651,-0.3949,-0.5040,-0.2878,-0.7892
-0.2582,-0.8023,0.4697,-0.1258,-0.2578,-0.4380,-0.6576,0.4290
-0.5671,0.3545,0.6801,0.1426,0.1015,0.6511,-0.0735,0.0731
-0.1276,0.0624,0.2545,0.8122,0.3812,-0.3480,-0.2151,0.9022

0.9104,-0.9601,0.2715,-0.6600,-0.8967,0.7337,0.5301,-0.2649
0.8860,-0.4564,0.7233,-0.1628,-0.0573,0.8302,-0.7928,0.3678
-0.1439,0.5351,-0.2310,0.1384,-0.8594,-0.3234,0.4295,-0.5153
0.3262,0.0040,-0.2095,-0.1521,0.4573,0.4620,0.6562,0.6825
0.3863,0.9297,0.9700,0.2329,0.3273,-0.0106,-0.2878,-0.2713
-0.4277,-0.1014,-0.2593,0.7831,-0.4612,-0.4380,0.9160,0.4290
-0.5671,0.5799,-0.1371,0.6681,0.2507,-0.0482,-0.0735,-0.2040
-0.1276,-0.0115,0.0550,-0.2135,0.3812,0.5223,0.1918,0.3692

0.0657,0.8910,0.8238,-0.9669,0.6221,0.8366,0.1128,-0.2649
0.0540,0.1962,-0.8273,0.9743,-0.4715,-0.2846,-0.6229,-0.1798
-0.5288,0.0964,-0.2310,0.6580,-0.8594,0.9859,-0.6570,0.8439
0.3262,0.0040,0.4858,-0.4489,-0.5691,-0.1287,-0.0078,0.6825
-0.9151,-0.3256,0.9700,0.0750,-0.8722,-0.5040,-0.2878,-0.7204
0.0709,0.4735,-0.8069,-0.6228,-0.3160,-0.8316,-0.3904,0.4290
-0.5671,0.3545,0.6801,0.1300,0.1015,0.6511,-0.0735,0.1560
-0.2825,-0.6788,0.2132,0.8702,-0.0883,0.5223,-0.2151,-0.7494

0.9104,-0.3845,0.8238,-0.9669,0.7858,-0.6140,0.5301,0.2534
0.0540,-0.4564,-0.7183,-0.9801,-0.0573,-0.2903,0.7997,0.3678
0.6178,0.0550,-0.2310,0.2820,0.5823,0.9859,-0.8594,0.8439
0.0509,0.2581,0.4858,-0.1521,-0.3666,0.7076,-0.0078,-0.0004
0.5833,-0.5163,0.9700,-0.0519,-0.3949,0.9874,-0.5228,-0.7204
-0.5862,0.4735,-0.0874,-0.5870,-0.2578,-0.4380,0.3563,-0.3623
-0.5671,0.3545,-0.6275,-0.6568,0.1015,0.1491,0.1029,-0.1509
0.1226,0.0624,-0.5971,-0.2135,0.3812,-0.3480,-0.3565,0.7699

0.0657,0.8910,0.2673,-0.6476,0.6221,0.6930,0.5301,0.2534
0.9411,0.5905,-0.4690,-0.1578,-0.4715,0.8302,0.8778,-0.4152
-0.1439,0.4916,-0.2310,0.2820,0.5823,0.9859,-0.8594,0.8880
0.4355,0.0040,-0.5949,-0.4489,-0.3939,0.4620,-0.0078,0.6825
0.9692,0.9297,0.9700,0.0750,-0.8722,-0.5040,-0.2878,-0.2713
-0.3014,0.4735,-0.2343,0.6577,-0.2578,-0.8316,0.0196,0.4290
-0.5671,0.3671,-0.1371,0.6674,0.1015,0.6511,-0.0735,0.0731
-0.2013,-0.1654,-0.0180,-0.8680,0.8319,-0.3480,0.8572,0.9022

0.9104,-0.2530,0.2673,-0.0484,0.6221,0.7337,-0.4069,-0.9176
0.4224,0.2123,-0.4690,0.2088,-0.0573,0.0994,0.8778,-0.8817
0.6102,0.4916,-0.2310,0.2820,-0.5511,-0.3234,-0.8594,0.5251
0.3017,0.0286,0.4858,-0.3536,-0.5691,0.4620,-0.0078,0.9651
0.5833,-0.3256,0.9700,0.0750,-0.8722,-0.5040,-0.2878,-0.6796
0.0709,-0.1014,0.4697,0.6903,-0.5124,-0.8316,-0.6576,0.7093
-0.3438,0.4130,0.6164,0.3362,-0.1179,0.6511,-0.0735,0.0731
0.1063,0.0624,0.2763,-0.8680,0.8743,-0.0615,0.1918,-0.6919

0.0657,-0.9601,0.2673,-0.0484,-0.8967,0.6930,0.1128,0.8095
0.8860,0.2123,-0.4690,0.7761,-0.0573,0.0994,0.8778,-0.8817
0.8708,0.4916,-0.2310,0.1384,0.5823,0.9859,0.4295,-0.7829
0.6437,0.2581,0.4858,-0.4489,0.4573,0.1361,0.5306,0.6825
0.4162,-0.3256,0.9700,0.8695,0.3273,-0.5040,-0.2878,0.8817
-0.2582,0.1573,-0.8069,-0.7654,-0.9656,-0.4380,0.2483,-0.1091
-0.5671,0.3545,-0.2335,0.6681,0.1015,0.5211,0.8137,-0.2040
-0.6871,0.6891,0.2763,0.3262,0.8743,0.4961,-0.2151,-0.5783

0.0657,0.7688,-0.8577,-0.6476,0.6221,0.7337,-0.0739,0.8095
0.0540,0.2123,-0.4690,0.2088,-0.4715,-0.5874,0.8778,-0.4152
0.8708,0.4916,0.7267,0.4168,-0.8594,0.9859,-0.6570,0.0795
0.6437,-0.3574,-0.2095,-0.1521,0.4573,-0.6581,0.0930,0.4921
0.9692,-0.3256,0.9700,0.2329,-0.6432,-0.0106,-0.2878,-0.3692
-0.3494,0.4735,0.4697,-0.5870,-0.2578,-0.8316,0.9160,-0.9032
-0.5671,0.3545,0.2972,-0.6568,0.2507,-0.2810,0.8137,-0.1509
-0.1276,-0.6788,-0.5971,-0.2135,-0.2049,0.5223,0.9210,0.3276

0.0022,-0.9601,0.2673,-0.9669,0.6221,0.8366,0.5301,0.2534
-0.4741,0.2123,-0.4690,0.0042,-0.0573,-0.5874,-0.5238,-0.8817
0.8708,0.0550,0.7267,0.1384,0.7573,-0.1739,-0.6570,0.8439
0.5158,-0.3574,0.4858,-0.0739,-0.5691,0.1361,-0.0078,0.6825
-0.6844,-0.3256,0.9835,0.0750,-0.8722,-0.0106,0.1575,-0.7204
-0.6636,0.4735,-0.2593,0.6577,-0.2578,-0.8316,0.4210,0.4290
0.0069,0.3545,0.1551,0.3362,-0.7666,0.5211,0.8137,0.4104
-0.2825,0.0624,-0.5971,0.5347,0.3812,-0.3480,-0.0515,0.3276

0.9104,-0.9601,-0.8577,-0.0484,0.0101,-0.6140,0.1128,0.8095
-0.0285,0.2123,-0.8273,0.0042,-0.0573,-0.2903,0.8778,0.3678
-0.1439,0.5351,-0.2310,0.1384,-0.8594,0.8255,-0.8594,0.8880
0.3262,-0.3574,0.4858,-0.1521,-0.5691,0.4620,0.5306,0.4921
0.3863,-0.3256,0.9700,0.2329,-0.8722,-0.0106,-0.5305,0.8817
-0.0811,-0.1014,0.4006,0.6577,-0.2578,-0.8316,-0.1719,-0.1091
-0.3438,0.3545,0.6164,0.6674,0.2507,-0.8930,0.8137,0.0731
-0.6871,0.0512,-0.5971,0.4206,0.3812,-0.3480,-0.3565,-0.4029

0.9104,0.8910,-0.8577,-0.9669,0.6221,0.7337,0.5301,-0.2649
0.0540,0.5905,-0.4690,0.7761,-0.0573,0.8196,0.1666,-0.1798
0.1950,0.4916,0.7267,0.6580,0.5823,0.9859,-0.8594,0.8880
-0.2311,0.2581,0.4858,-0.3536,-0.5691,0.0054,-0.0078,0.6825
-0.6844,-0.5163,0.9700,0.0750,-0.6432,-0.5040,-0.5305,-0.3692
-0.6636,0.1573,-0.8278,0.6065,0.1774,0.5710,-0.6576,0.4290
-0.5671,0.6894,0.6801,0.3362,0.1015,-0.1185,0.1029,-0.1509
-0.2825,-0.0115,0.2763,0.7809,0.3812,0.5223,-0.1247,-0.4029

0.9104,-0.9601,0.2715,-0.5535,-0.8967,0.8366,0.5301,0.8095
-0.4741,0.2123,-0.7523,0.6599,0.5042,-0.2903,-0.7928,-0.4152
-0.1439,0.0550,-0.2310,0.6580,-0.8594,-0.3234,0.0512,0.8439
0.3262,0.2581,0.4858,-0.1521,-0.5691,0.4620,0.5306,0.6825
-0.6729,-0.3256,0.9700,0.2329,0.3273,-0.5040,-0.5305,0.8817
-0.5862,0.1573,0.4006,-0.6200,-0.2578,-0.8316,-0.3904,-0.9032
-0.5671,0.3545,0.0250,-0.6568,0.1015,0.1491,-0.0735,0.0731
-0.1276,0.0624,-0.4144,-0.8680,-0.0097,-0.3480,-0.2151,-0.7494

0.0303,-0.9601,0.2715,-0.6476,0.6221,0.8366,-0.4069,-0.4231
0.9411,-0.4564,-0.4690,-0.9801,-0.0694,-0.5874,0.8778,-0.4152
-0.5288,0.7424,-0.2310,-0.3392,-0.8594,-0.3234,-0.6570,0.8439
0.3262,0.2581,0.4858,-0.1521,0.4573,0.4620,-0.0078,-0.0004
0.9692,-0.3256,0.9700,0.2329,0.6356,-0.5040,-0.5305,0.8817
-0.5862,0.4735,0.4697,-0.5870,-0.2578,-0.8316,0.1313,0.4290
-0.5671,0.5799,0.3054,-0.4684,0.2507,0.5211,-0.4321,-0.1509
-0.1276,-0.0115,-0.5971,-0.2135,-0.5240,-0.6320,0.0936,-0.7494

0.9104,-0.9601,0.2673,-0.6476,0.7858,0.7337,-0.9640,0.3797
0.9411,0.2123,-0.4690,0.0855,-0.0573,-0.5874,-0.8194,-0.4152
0.7465,0.2846,-0.2310,-0.8178,0.5823,0.9859,-0.8594,0.8880
0.6437,-0.3574,0.4858,0.1906,-0.5691,0.1361,0.0701,-0.3957
-0.6844,0.9297,0.5197,0.5380,-0.3949,-0.5040,-0.5305,-0.3692
-0.0811,0.4735,0.4006,0.6065,-0.9656,-0.8316,0.9160,0.7008
