black_method,white_method,black_score,white_score,black_read_goal,white_read_goal,seed
nMost,nLeast,21,43,2,2,7
nMost,nLeast,24,40,2,2,8
nMost,nLeast,36,28,2,2,9
nMost,nLeast,32,32,2,2,10
nMost,nLeast,46,18,2,2,11
nMost,nLeast,20,44,2,2,12
nMost,nLeast,37,27,2,2,13
nMost,nLeast,11,53,2,2,14
nMost,nLeast,43,21,2,2,15
nMost,nLeast,26,38,2,2,16
nMost,nLeast,29,35,2,2,17
nMost,nLeast,33,31,2,2,18
nMost,nLeast,34,30,2,2,19
nMost,nLeast,57,7,2,2,20
nMost,nLeast,14,50,2,2,21
nMost,nLeast,33,31,2,2,22
nMost,nLeast,17,47,2,2,23
nMost,nLeast,33,31,2,2,24
nMost,nLeast,20,44,2,2,25
nMost,nLeast,11,53,2,2,26
nMost,nLeast,25,39,2,2,27
nMost,nLeast,38,26,2,2,28
nMost,nLeast,32,32,2,2,29
nMost,nLeast,21,43,2,2,30
nMost,nLeast,43,21,2,2,31
nMost,nLeast,31,33,2,2,32
nMost,nLeast,16,48,2,2,33
nMost,nLeast,43,21,2,2,34
nMost,nLeast,28,36,2,2,35
nMost,nLeast,37,27,2,2,36
nMost,nLeast,16,48,2,2,37
nMost,nLeast,29,35,2,2,38
nMost,nLeast,29,35,2,2,39
nMost,nLeast,11,53,2,2,40
nMost,nLeast,35,29,2,2,41
nMost,nLeast,11,53,2,2,42
nMost,nLeast,23,41,2,2,43
nMost,nLeast,8,54,2,2,44
nMost,nLeast,29,35,2,2,45
nMost,nLeast,42,22,2,2,46
nMost,nLeast,29,35,2,2,47
nMost,nLeast,15,49,2,2,48
nMost,nLeast,27,37,2,2,49
nMost,nLeast,33,31,2,2,50
nMost,nLeast,53,11,2,2,51
nMost,nLeast,22,42,2,2,52
nMost,nLeast,15,49,2,2,53
nMost,nLeast,31,33,2,2,54
nMost,nLeast,21,43,2,2,55
nMost,nLeast,46,18,2,2,56
nMost,nLeast,31,33,2,2,57
nMost,nLeast,33,31,2,2,58
nMost,nLeast,28,36,2,2,59
nMost,nLeast,28,36,2,2,60
nMost,nLeast,38,26,2,2,61
nMost,nLeast,31,33,2,2,62
nMost,nLeast,31,33,2,2,63
nMost,nLeast,28,36,2,2,64
nMost,nLeast,46,18,2,2,65
nMost,nLeast,48,16,2,2,66
nMost,nLeast,33,31,2,2,67
nMost,nLeast,46,17,2,2,68
nMost,nLeast,57,7,2,2,69
nMost,nLeast,45,19,2,2,70
nMost,nLeast,32,32,2,2,71
nMost,nLeast,31,33,2,2,72
nMost,nLeast,29,35,2,2,73
nMost,nLeast,34,30,2,2,74
nMost,nLeast,28,36,2,2,75
nMost,nLeast,33,30,2,2,76
nMost,nLeast,15,49,2,2,77
nMost,nLeast,29,35,2,2,78
nMost,nLeast,33,31,2,2,79
nMost,nLeast,24,40,2,2,80
nMost,nLeast,42,22,2,2,81
nMost,nLeast,25,39,2,2,82
nMost,nLeast,30,34,2,2,83
nMost,nLeast,34,30,2,2,84
nMost,nLeast,31,33,2,2,85
nMost,nLeast,29,35,2,2,86
nMost,nLeast,55,9,2,2,87
nMost,nLeast,27,37,2,2,88
nMost,nLeast,33,31,2,2,89
nMost,nLeast,37,27,2,2,90
nMost,nLeast,24,40,2,2,91
nMost,nLeast,32,32,2,2,92
nMost,nLeast,34,30,2,2,93
nMost,nLeast,31,33,2,2,94
nMost,nLeast,31,33,2,2,95
nMost,nLeast,26,38,2,2,96
nMost,nLeast,11,53,2,2,97
nMost,nLeast,28,36,2,2,98
nMost,nLeast,46,18,2,2,99
nMost,nMost,13,51,2,1,0
nMost,nMost,46,18,2,1,1
nMost,nMost,49,15,2,1,2
nMost,nMost,24,40,2,1,3
nMost,nMost,30,34,2,1,4
nMost,nMost,45,19,2,1,5
nMost,nMost,34,30,2,1,6
nMost,nMost,45,19,2,1,7
nMost,nMost,31,33,2,1,8
nMost,nMost,41,23,2,1,9
nMost,nMost,54,10,2,1,10
nMost,nMost,52,12,2,1,11
nMost,nMost,40,24,2,1,12
nMost,nMost,48,16,2,1,13
nMost,nMost,27,37,2,1,14
nMost,nMost,36,28,2,1,15
nMost,nMost,18,46,2,1,16
nMost,nMost,36,28,2,1,17
nMost,nMost,38,26,2,1,18
nMost,nMost,48,16,2,1,19
nMost,nMost,53,11,2,1,20
nMost,nMost,56,8,2,1,21
nMost,nMost,30,34,2,1,22
nMost,nMost,52,12,2,1,23
nMost,nMost,23,41,2,1,24
nMost,nMost,46,18,2,1,25
nMost,nMost,34,30,2,1,26
nMost,nMost,46,18,2,1,27
nMost,nMost,36,28,2,1,28
nMost,nMost,44,20,2,1,29
nMost,nMost,49,15,2,1,30
nMost,nMost,37,27,2,1,31
nMost,nMost,41,23,2,1,32
nMost,nMost,30,34,2,1,33
nMost,nMost,28,36,2,1,34
nMost,nMost,51,13,2,1,35
nMost,nMost,49,15,2,1,36
nMost,nMost,29,35,2,1,37
nMost,nMost,45,19,2,1,38
nMost,nMost,56,8,2,1,39
nMost,nMost,37,27,2,1,40
nMost,nMost,17,47,2,1,41
nMost,nMost,38,26,2,1,42
nMost,nMost,36,28,2,1,43
nMost,nMost,37,27,2,1,44
nMost,nMost,37,27,2,1,45
nMost,nMost,22,42,2,1,46
nMost,nMost,46,18,2,1,47
nMost,nMost,50,14,2,1,48
nMost,nMost,49,15,2,1,49
nMost,nMost,49,15,2,1,50
nMost,nMost,52,12,2,1,51
nMost,nMost,51,13,2,1,52
nMost,nMost,45,19,2,1,53
nMost,nMost,45,19,2,1,54
nMost,nMost,41,23,2,1,55
nMost,nMost,41,23,2,1,56
nMost,nMost,33,31,2,1,57
nMost,nMost,20,44,2,1,58
nMost,nMost,50,14,2,1,59
nMost,nMost,41,23,2,1,60
nMost,nMost,30,34,2,1,61
nMost,nMost,21,43,2,1,62
nMost,nMost,52,12,2,1,63
nMost,nMost,42,22,2,1,64
nMost,nMost,30,34,2,1,65
nMost,nMost,50,14,2,1,66
nMost,nMost,41,23,2,1,67
nMost,nMost,32,32,2,1,68
nMost,nMost,48,16,2,1,69
nMost,nMost,22,42,2,1,70
nMost,nMost,39,25,2,1,71
nMost,nMost,32,32,2,1,72
nMost,nMost,30,34,2,1,73
nMost,nMost,49,15,2,1,74
nMost,nMost,41,23,2,1,75
nMost,nMost,41,23,2,1,76
nMost,nMost,29,35,2,1,77
nMost,nMost,42,22,2,1,78
nMost,nMost,45,19,2,1,79
nMost,nMost,48,16,2,1,80
nMost,nMost,47,17,2,1,81
nMost,nMost,56,8,2,1,82
nMost,nMost,29,35,2,1,83
nMost,nMost,50,14,2,1,84
nMost,nMost,41,22,2,1,85
nMost,nMost,31,33,2,1,86
nMost,nMost,36,28,2,1,87
nMost,nMost,35,29,2,1,88
nMost,nMost,34,30,2,1,89
nMost,nMost,35,29,2,1,90
nMost,nMost,46,18,2,1,91
nMost,nMost,28,36,2,1,92
nMost,nMost,32,32,2,1,93
nMost,nMost,40,24,2,1,94
nMost,nMost,45,19,2,1,95
nMost,nMost,32,32,2,1,96
nMost,nMost,45,19,2,1,97
nMost,nMost,45,19,2,1,98
nMost,nMost,54,10,2,1,99
nMost,nMost,13,51,2,2,0
nMost,nMost,46,18,2,2,1
nMost,nMost,49,15,2,2,2
nMost,nMost,24,40,2,2,3
nMost,nMost,30,34,2,2,4
nMost,nMost,45,19,2,2,5
nMost,nMost,34,30,2,2,6
nMost,nMost,45,19,2,2,7
nMost,nMost,31,33,2,2,8
nMost,nMost,41,23,2,2,9
nMost,nMost,54,10,2,2,10
nMost,nMost,52,12,2,2,11
nMost,nMost,40,24,2,2,12
nMost,nMost,48,16,2,2,13
nMost,nMost,27,37,2,2,14
nMost,nMost,36,28,2,2,15
nMost,nMost,18,46,2,2,16
nMost,nMost,36,28,2,2,17
nMost,nMost,38,26,2,2,18
nMost,nMost,48,16,2,2,19
nMost,nMost,53,11,2,2,20
nMost,nMost,56,8,2,2,21
nMost,nMost,30,34,2,2,22
nMost,nMost,52,12,2,2,23
nMost,nMost,23,41,2,2,24
nMost,nMost,46,18,2,2,25
nMost,nMost,34,30,2,2,26
nMost,nMost,46,18,2,2,27
nMost,nMost,36,28,2,2,28
nMost,nMost,44,20,2,2,29
nMost,nMost,49,15,2,2,30
nMost,nMost,37,27,2,2,31
nMost,nMost,41,23,2,2,32
nMost,nMost,30,34,2,2,33
nMost,nMost,28,36,2,2,34
nMost,nMost,51,13,2,2,35
nMost,nMost,49,15,2,2,36
nMost,nMost,29,35,2,2,37
nMost,nMost,45,19,2,2,38
nMost,nMost,56,8,2,2,39
nMost,nMost,37,27,2,2,40
nMost,nMost,17,47,2,2,41
nMost,nMost,38,26,2,2,42
nMost,nMost,36,28,2,2,43
nMost,nMost,37,27,2,2,44
nMost,nMost,37,27,2,2,45
nMost,nMost,22,42,2,2,46
nMost,nMost,46,18,2,2,47
nMost,nMost,50,14,2,2,48
nMost,nMost,49,15,2,2,49
nMost,nMost,49,15,2,2,50
nMost,nMost,52,12,2,2,51
nMost,nMost,51,13,2,2,52
nMost,nMost,45,19,2,2,53
nMost,nMost,45,19,2,2,54
nMost,nMost,41,23,2,2,55
nMost,nMost,41,23,2,2,56
nMost,nMost,33,31,2,2,57
nMost,nMost,20,44,2,2,58
nMost,nMost,50,14,2,2,59
nMost,nMost,41,23,2,2,60
nMost,nMost,30,34,2,2,61
nMost,nMost,21,43,2,2,62
nMost,nMost,52,12,2,2,63
nMost,nMost,42,22,2,2,64
nMost,nMost,30,34,2,2,65
nMost,nMost,50,14,2,2,66
nMost,nMost,41,23,2,2,67
nMost,nMost,32,32,2,2,68
nMost,nMost,48,16,2,2,69
nMost,nMost,22,42,2,2,70
nMost,nMost,39,25,2,2,71
nMost,nMost,32,32,2,2,72
nMost,nMost,30,34,2,2,73
nMost,nMost,49,15,2,2,74
nMost,nMost,41,23,2,2,75
nMost,nMost,41,23,2,2,76
nMost,nMost,29,35,2,2,77
nMost,nMost,42,22,2,2,78
nMost,nMost,45,19,2,2,79
nMost,nMost,48,16,2,2,80
nMost,nMost,47,17,2,2,81
nMost,nMost,56,8,2,2,82
nMost,nMost,29,35,2,2,83
nMost,nMost,50,14,2,2,84
nMost,nMost,41,22,2,2,85
nMost,nMost,31,33,2,2,86
nMost,nMost,36,28,2,2,87
nMost,nMost,35,29,2,2,88
nMost,nMost,34,30,2,2,89
nMost,nMost,35,29,2,2,90
nMost,nMost,46,18,2,2,91
nMost,nMost,28,36,2,2,92
nMost,nMost,32,32,2,2,93
nMost,nMost,40,24,2,2,94
nMost,nMost,45,19,2,2,95
nMost,nMost,32,32,2,2,96
nMost,nMost,45,19,2,2,97
nMost,nMost,45,19,2,2,98
nMost,nMost,54,10,2,2,99
nMost,oseroAI,34,30,2,1,0
nMost,oseroAI,36,28,2,1,1
nMost,oseroAI,42,22,2,1,2
nMost,oseroAI,17,47,2,1,3
nMost,oseroAI,29,35,2,1,4
nMost,oseroAI,37,27,2,1,5
nMost,oseroAI,38,26,2,1,6
nMost,oseroAI,29,35,2,1,7
nMost,oseroAI,40,24,2,1,8
nMost,oseroAI,31,33,2,1,9
nMost,oseroAI,31,33,2,1,10
nMost,oseroAI,34,30,2,1,11
nMost,oseroAI,35,29,2,1,12
nMost,oseroAI,44,20,2,1,13
nMost,oseroAI,32,32,2,1,14
nMost,oseroAI,34,30,2,1,15
nMost,oseroAI,29,35,2,1,16
nMost,oseroAI,34,30,2,1,17
nMost,oseroAI,37,27,2,1,18
nMost,oseroAI,41,23,2,1,19
nMost,oseroAI,34,30,2,1,20
nMost,oseroAI,34,30,2,1,21
nMost,oseroAI,34,30,2,1,22
nMost,oseroAI,34,30,2,1,23
nMost,oseroAI,34,30,2,1,24
nMost,oseroAI,37,27,2,1,25
nMost,oseroAI,36,28,2,1,26
nMost,oseroAI,43,21,2,1,27
nMost,oseroAI,35,29,2,1,28
nMost,oseroAI,35,29,2,1,29
nMost,oseroAI,10,54,2,1,30
nMost,oseroAI,32,32,2,1,31
nMost,oseroAI,38,26,2,1,32
nMost,oseroAI,11,53,2,1,33
nMost,oseroAI,20,44,2,1,34
nMost,oseroAI,14,50,2,1,35
nMost,oseroAI,11,53,2,1,36
nMost,oseroAI,28,36,2,1,37
nMost,oseroAI,37,27,2,1,38
nMost,oseroAI,34,30,2,1,39
nMost,oseroAI,37,27,2,1,40
nMost,oseroAI,30,34,2,1,41
nMost,oseroAI,44,20,2,1,42
nMost,oseroAI,23,41,2,1,43
nMost,oseroAI,24,40,2,1,44
nMost,oseroAI,30,34,2,1,45
nMost,oseroAI,10,54,2,1,46
nMost,oseroAI,28,36,2,1,47
nMost,oseroAI,27,37,2,1,48
nMost,oseroAI,42,22,2,1,49
nMost,oseroAI,11,53,2,1,50
nMost,oseroAI,34,30,2,1,51
nMost,oseroAI,34,30,2,1,52
nMost,oseroAI,37,27,2,1,53
nMost,oseroAI,18,46,2,1,54
nMost,oseroAI,34,30,2,1,55
nMost,oseroAI,47,17,2,1,56
nMost,oseroAI,11,53,2,1,57
nMost,oseroAI,37,27,2,1,58
nMost,oseroAI,38,26,2,1,59
nMost,oseroAI,23,41,2,1,60
nMost,oseroAI,38,26,2,1,61
nMost,oseroAI,38,26,2,1,62
nMost,oseroAI,40,24,2,1,63
nMost,oseroAI,34,30,2,1,64
nMost,oseroAI,31,33,2,1,65
nMost,oseroAI,29,35,2,1,66
nMost,oseroAI,37,27,2,1,67
nMost,oseroAI,34,30,2,1,68
nMost,oseroAI,47,17,2,1,69
nMost,oseroAI,24,40,2,1,70
nMost,oseroAI,37,27,2,1,71
nMost,oseroAI,49,15,2,1,72
nMost,oseroAI,28,36,2,1,73
nMost,oseroAI,29,35,2,1,74
nMost,oseroAI,28,36,2,1,75
nMost,oseroAI,31,33,2,1,76
nMost,oseroAI,17,47,2,1,77
nMost,oseroAI,15,49,2,1,78
nMost,oseroAI,36,28,2,1,79
nMost,oseroAI,37,27,2,1,80
nMost,oseroAI,34,30,2,1,81
nMost,oseroAI,14,50,2,1,82
nMost,oseroAI,26,38,2,1,83
nMost,oseroAI,35,29,2,1,84
nMost,oseroAI,40,24,2,1,85
nMost,oseroAI,23,41,2,1,86
nMost,oseroAI,35,29,2,1,87
nMost,oseroAI,37,27,2,1,88
nMost,oseroAI,25,39,2,1,89
nMost,oseroAI,19,45,2,1,90
nMost,oseroAI,13,51,2,1,91
nMost,oseroAI,34,30,2,1,92
nMost,oseroAI,49,15,2,1,93
nMost,oseroAI,34,30,2,1,94
nMost,oseroAI,32,32,2,1,95
nMost,oseroAI,23,41,2,1,96
nMost,oseroAI,37,27,2,1,97
nMost,oseroAI,16,48,2,1,98
nMost,oseroAI,30,34,2,1,99
nMost,oseroAI,25,0,2,2,0
nMost,oseroAI,25,0,2,2,1
nMost,oseroAI,25,0,2,2,2
nMost,oseroAI,25,0,2,2,3
nMost,oseroAI,25,0,2,2,4
nMost,oseroAI,25,0,2,2,5
nMost,oseroAI,25,0,2,2,6
nMost,oseroAI,25,0,2,2,7
nMost,oseroAI,25,0,2,2,8
nMost,oseroAI,25,0,2,2,9
nMost,oseroAI,25,0,2,2,10
nMost,oseroAI,25,0,2,2,11
nMost,oseroAI,25,0,2,2,12
nMost,oseroAI,25,0,2,2,13
nMost,oseroAI,25,0,2,2,14
nMost,oseroAI,25,0,2,2,15
nMost,oseroAI,25,0,2,2,16
nMost,oseroAI,25,0,2,2,17
nMost,oseroAI,25,0,2,2,18
nMost,oseroAI,25,0,2,2,19
nMost,oseroAI,25,0,2,2,20
nMost,oseroAI,25,0,2,2,21
nMost,oseroAI,25,0,2,2,22
nMost,oseroAI,25,0,2,2,23
nMost,oseroAI,25,0,2,2,24
nMost,oseroAI,25,0,2,2,25
nMost,oseroAI,25,0,2,2,26
nMost,oseroAI,25,0,2,2,27
nMost,oseroAI,25,0,2,2,28
nMost,oseroAI,25,0,2,2,29
nMost,oseroAI,25,0,2,2,30
nMost,oseroAI,25,0,2,2,31
nMost,oseroAI,25,0,2,2,32
nMost,oseroAI,25,0,2,2,33
nMost,oseroAI,25,0,2,2,34
nMost,oseroAI,25,0,2,2,35
nMost,oseroAI,25,0,2,2,36
nMost,oseroAI,25,0,2,2,37
nMost,oseroAI,25,0,2,2,38
nMost,oseroAI,25,0,2,2,39
nMost,oseroAI,25,0,2,2,40
nMost,oseroAI,25,0,2,2,41
nMost,oseroAI,25,0,2,2,42
nMost,oseroAI,25,0,2,2,43
nMost,oseroAI,25,0,2,2,44
nMost,oseroAI,25,0,2,2,45
nMost,oseroAI,25,0,2,2,46
nMost,oseroAI,25,0,2,2,47
nMost,oseroAI,25,0,2,2,48
nMost,oseroAI,25,0,2,2,49
nMost,oseroAI,25,0,2,2,50
nMost,oseroAI,25,0,2,2,51
nMost,oseroAI,25,0,2,2,52
nMost,oseroAI,25,0,2,2,53
nMost,oseroAI,25,0,2,2,54
nMost,oseroAI,25,0,2,2,55
nMost,oseroAI,25,0,2,2,56
nMost,oseroAI,25,0,2,2,57
nMost,oseroAI,25,0,2,2,58
nMost,oseroAI,25,0,2,2,59
nMost,oseroAI,25,0,2,2,60
nMost,oseroAI,25,0,2,2,61
nMost,oseroAI,25,0,2,2,62
nMost,oseroAI,25,0,2,2,63
nMost,oseroAI,25,0,2,2,64
nMost,oseroAI,25,0,2,2,65
nMost,oseroAI,25,0,2,2,66
nMost,oseroAI,25,0,2,2,67
nMost,oseroAI,25,0,2,2,68
nMost,oseroAI,25,0,2,2,69
nMost,oseroAI,25,0,2,2,70
nMost,oseroAI,25,0,2,2,71
nMost,oseroAI,25,0,2,2,72
nMost,oseroAI,25,0,2,2,73
nMost,oseroAI,25,0,2,2,74
nMost,oseroAI,25,0,2,2,75
nMost,oseroAI,25,0,2,2,76
nMost,oseroAI,25,0,2,2,77
nMost,oseroAI,25,0,2,2,78
nMost,oseroAI,25,0,2,2,79
nMost,oseroAI,25,0,2,2,80
nMost,oseroAI,25,0,2,2,81
nMost,oseroAI,25,0,2,2,82
nMost,oseroAI,25,0,2,2,83
nMost,oseroAI,25,0,2,2,84
nMost,oseroAI,25,0,2,2,85
nMost,oseroAI,25,0,2,2,86
nMost,oseroAI,25,0,2,2,87
nMost,oseroAI,25,0,2,2,88
nMost,oseroAI,25,0,2,2,89
nMost,oseroAI,25,0,2,2,90
nMost,oseroAI,25,0,2,2,91
nMost,oseroAI,25,0,2,2,92
nMost,oseroAI,25,0,2,2,93
nMost,oseroAI,25,0,2,2,94
nMost,oseroAI,25,0,2,2,95
nMost,oseroAI,25,0,2,2,96
nMost,oseroAI,25,0,2,2,97
nMost,oseroAI,25,0,2,2,98
nMost,oseroAI,25,0,2,2,99
oseroAI,random,34,30,1,1,0
oseroAI,random,24,40,1,1,1
oseroAI,random,27,37,1,1,2
oseroAI,random,26,38,1,1,3
oseroAI,random,36,28,1,1,4
oseroAI,random,35,29,1,1,5
oseroAI,random,29,35,1,1,6
oseroAI,random,33,31,1,1,7
oseroAI,random,20,44,1,1,8
oseroAI,random,23,41,1,1,9
oseroAI,random,23,41,1,1,10
oseroAI,random,31,33,1,1,11
oseroAI,random,27,37,1,1,12
oseroAI,random,16,48,1,1,13
oseroAI,random,22,42,1,1,14
oseroAI,random,41,23,1,1,15
oseroAI,random,22,42,1,1,16
oseroAI,random,46,18,1,1,17
oseroAI,random,44,20,1,1,18
oseroAI,random,21,43,1,1,19
oseroAI,random,32,32,1,1,20
oseroAI,random,34,30,1,1,21
oseroAI,random,35,29,1,1,22
oseroAI,random,33,31,1,1,23
oseroAI,random,35,29,1,1,24
oseroAI,random,10,54,1,1,25
oseroAI,random,37,27,1,1,26
oseroAI,random,21,43,1,1,27
oseroAI,random,24,40,1,1,28
oseroAI,random,30,34,1,1,29
oseroAI,random,34,30,1,1,30
oseroAI,random,33,31,1,1,31
oseroAI,random,21,43,1,1,32
oseroAI,random,25,39,1,1,33
oseroAI,random,39,25,1,1,34
oseroAI,random,42,22,1,1,35
oseroAI,random,23,41,1,1,36
oseroAI,random,29,35,1,1,37
oseroAI,random,33,31,1,1,38
oseroAI,random,29,35,1,1,39
oseroAI,random,26,38,1,1,40
oseroAI,random,20,44,1,1,41
oseroAI,random,43,21,1,1,42
oseroAI,random,40,24,1,1,43
oseroAI,random,15,49,1,1,44
oseroAI,random,42,22,1,1,45
oseroAI,random,26,38,1,1,46
oseroAI,random,26,38,1,1,47
oseroAI,random,43,21,1,1,48
oseroAI,random,25,39,1,1,49
oseroAI,random,44,20,1,1,50
oseroAI,random,23,41,1,1,51
oseroAI,random,27,37,1,1,52
oseroAI,random,35,29,1,1,53
oseroAI,random,45,19,1,1,54
oseroAI,random,25,39,1,1,55
oseroAI,random,42,22,1,1,56
oseroAI,random,33,31,1,1,57
oseroAI,random,28,36,1,1,58
oseroAI,random,25,39,1,1,59
oseroAI,random,26,38,1,1,60
oseroAI,random,45,19,1,1,61
oseroAI,random,15,49,1,1,62
oseroAI,random,34,30,1,1,63
oseroAI,random,22,42,1,1,64
oseroAI,random,18,46,1,1,65
oseroAI,random,28,36,1,1,66
oseroAI,random,40,24,1,1,67
oseroAI,random,31,33,1,1,68
oseroAI,random,32,32,1,1,69
oseroAI,random,30,34,1,1,70
oseroAI,random,45,19,1,1,71
oseroAI,random,17,47,1,1,72
oseroAI,random,24,40,1,1,73
oseroAI,random,28,36,1,1,74
oseroAI,random,42,22,1,1,75
oseroAI,random,20,44,1,1,76
oseroAI,random,48,16,1,1,77
oseroAI,random,38,26,1,1,78
oseroAI,random,21,43,1,1,79
oseroAI,random,24,40,1,1,80
oseroAI,random,37,27,1,1,81
oseroAI,random,34,30,1,1,82
oseroAI,random,24,40,1,1,83
oseroAI,random,20,44,1,1,84
oseroAI,random,38,26,1,1,85
oseroAI,random,33,31,1,1,86
oseroAI,random,38,26,1,1,87
oseroAI,random,34,30,1,1,88
oseroAI,random,30,34,1,1,89
oseroAI,random,31,33,1,1,90
oseroAI,random,17,47,1,1,91
oseroAI,random,21,43,1,1,92
oseroAI,random,37,27,1,1,93
oseroAI,random,33,31,1,1,94
oseroAI,random,23,41,1,1,95
oseroAI,random,39,25,1,1,96
oseroAI,random,25,39,1,1,97
oseroAI,random,25,39,1,1,98
oseroAI,random,26,38,1,1,99
oseroAI,random,34,30,1,2,0
oseroAI,random,24,40,1,2,1
oseroAI,random,27,37,1,2,2
oseroAI,random,26,38,1,2,3
oseroAI,random,36,28,1,2,4
oseroAI,random,35,29,1,2,5
oseroAI,random,29,35,1,2,6
oseroAI,random,33,31,1,2,7
oseroAI,random,20,44,1,2,8
oseroAI,random,23,41,1,2,9
oseroAI,random,23,41,1,2,10
oseroAI,random,31,33,1,2,11
oseroAI,random,27,37,1,2,12
oseroAI,random,16,48,1,2,13
oseroAI,random,22,42,1,2,14
oseroAI,random,41,23,1,2,15
oseroAI,random,22,42,1,2,16
oseroAI,random,46,18,1,2,17
oseroAI,random,44,20,1,2,18
oseroAI,random,21,43,1,2,19
oseroAI,random,32,32,1,2,20
oseroAI,random,34,30,1,2,21
oseroAI,random,35,29,1,2,22
oseroAI,random,33,31,1,2,23
oseroAI,random,35,29,1,2,24
oseroAI,random,10,54,1,2,25
oseroAI,random,37,27,1,2,26
oseroAI,random,21,43,1,2,27
oseroAI,random,24,40,1,2,28
oseroAI,random,30,34,1,2,29
oseroAI,random,34,30,1,2,30
oseroAI,random,33,31,1,2,31
oseroAI,random,21,43,1,2,32
oseroAI,random,25,39,1,2,33
oseroAI,random,39,25,1,2,34
oseroAI,random,42,22,1,2,35
oseroAI,random,23,41,1,2,36
oseroAI,random,29,35,1,2,37
oseroAI,random,33,31,1,2,38
oseroAI,random,29,35,1,2,39
oseroAI,random,26,38,1,2,40
oseroAI,random,20,44,1,2,41
oseroAI,random,43,21,1,2,42
oseroAI,random,40,24,1,2,43
oseroAI,random,15,49,1,2,44
oseroAI,random,42,22,1,2,45
oseroAI,random,26,38,1,2,46
oseroAI,random,26,38,1,2,47
oseroAI,random,43,21,1,2,48
oseroAI,random,25,39,1,2,49
oseroAI,random,44,20,1,2,50
oseroAI,random,23,41,1,2,51
oseroAI,random,27,37,1,2,52
oseroAI,random,35,29,1,2,53
oseroAI,random,45,19,1,2,54
oseroAI,random,25,39,1,2,55
oseroAI,random,42,22,1,2,56
oseroAI,random,33,31,1,2,57
oseroAI,random,28,36,1,2,58
oseroAI,random,25,39,1,2,59
oseroAI,random,26,38,1,2,60
oseroAI,random,45,19,1,2,61
oseroAI,random,15,49,1,2,62
oseroAI,random,34,30,1,2,63
oseroAI,random,22,42,1,2,64
oseroAI,random,18,46,1,2,65
oseroAI,random,28,36,1,2,66
oseroAI,random,40,24,1,2,67
oseroAI,random,31,33,1,2,68
oseroAI,random,32,32,1,2,69
oseroAI,random,30,34,1,2,70
oseroAI,random,45,19,1,2,71
oseroAI,random,17,47,1,2,72
oseroAI,random,24,40,1,2,73
oseroAI,random,28,36,1,2,74
oseroAI,random,42,22,1,2,75
oseroAI,random,20,44,1,2,76
oseroAI,random,48,16,1,2,77
oseroAI,random,38,26,1,2,78
oseroAI,random,21,43,1,2,79
oseroAI,random,24,40,1,2,80
oseroAI,random,37,27,1,2,81
oseroAI,random,34,30,1,2,82
oseroAI,random,24,40,1,2,83
oseroAI,random,20,44,1,2,84
oseroAI,random,38,26,1,2,85
oseroAI,random,33,31,1,2,86
oseroAI,random,38,26,1,2,87
oseroAI,random,34,30,1,2,88
oseroAI,random,30,34,1,2,89
oseroAI,random,31,33,1,2,90
oseroAI,random,17,47,1,2,91
oseroAI,random,21,43,1,2,92
oseroAI,random,37,27,1,2,93
oseroAI,random,33,31,1,2,94
oseroAI,random,23,41,1,2,95
oseroAI,random,39,25,1,2,96
oseroAI,random,25,39,1,2,97
oseroAI,random,25,39,1,2,98
oseroAI,random,26,38,1,2,99
oseroAI,nHand,28,36,1,1,0
oseroAI,nHand,36,28,1,1,1
oseroAI,nHand,48,16,1,1,2
oseroAI,nHand,37,27,1,1,3
oseroAI,nHand,38,26,1,1,4
oseroAI,nHand,25,39,1,1,5
oseroAI,nHand,40,24,1,1,6
oseroAI,nHand,31,33,1,1,7
oseroAI,nHand,41,23,1,1,8
oseroAI,nHand,35,29,1,1,9
oseroAI,nHand,18,46,1,1,10
oseroAI,nHand,16,48,1,1,11
oseroAI,nHand,27,37,1,1,12
oseroAI,nHand,45,19,1,1,13
oseroAI,nHand,50,14,1,1,14
oseroAI,nHand,31,33,1,1,15
oseroAI,nHand,44,20,1,1,16
oseroAI,nHand,24,40,1,1,17
oseroAI,nHand,39,25,1,1,18
oseroAI,nHand,40,24,1,1,19
oseroAI,nHand,35,29,1,1,20
oseroAI,nHand,45,19,1,1,21
oseroAI,nHand,25,39,1,1,22
oseroAI,nHand,17,47,1,1,23
oseroAI,nHand,44,20,1,1,24
oseroAI,nHand,28,36,1,1,25
oseroAI,nHand,21,43,1,1,26
oseroAI,nHand,37,27,1,1,27
oseroAI,nHand,0,62,1,1,28
oseroAI,nHand,17,47,1,1,29
oseroAI,nHand,19,45,1,1,30
oseroAI,nHand,0,41,1,1,31
oseroAI,nHand,35,29,1,1,32
oseroAI,nHand,41,23,1,1,33
oseroAI,nHand,50,14,1,1,34
oseroAI,nHand,26,38,1,1,35
oseroAI,nHand,33,31,1,1,36
oseroAI,nHand,28,36,1,1,37
oseroAI,nHand,13,51,1,1,38
oseroAI,nHand,35,29,1,1,39
oseroAI,nHand,46,18,1,1,40
oseroAI,nHand,33,31,1,1,41
oseroAI,nHand,32,32,1,1,42
oseroAI,nHand,25,39,1,1,43
oseroAI,nHand,38,26,1,1,44
oseroAI,nHand,42,22,1,1,45
oseroAI,nHand,27,37,1,1,46
oseroAI,nHand,27,37,1,1,47
oseroAI,nHand,49,15,1,1,48
oseroAI,nHand,16,48,1,1,49
